人	136572.0
口	106468.0
水	73735.0
木	70000.0
一	68224.0
心	61228.0
言	55370.0
辵	53313.0
日	48673.0
月	44999.0
白	44570.0
扌	44510.0
宀	43387.0
土	41803.0
糸	39552.0
幺	37677.0
刀	36577.0
子	36203.0
女	35528.0
勺	33920.0
大	33752.0
艸	32983.0
行	32261.0
攴	31981.0
阝	31528.0
又	31029.0
門	29938.0
貝	28398.0
圍	27936.0
𠂇	27170.0
隹	25728.0
不	25340.0
也	24986.0
戈	24187.0
火	23947.0
寸	23876.0
儿	23287.0
我	22563.0
力	22358.0
四	21947.0
禾	21680.0
是	21678.0
王	21653.0
目	20177.0
車	19717.0
生	19091.0
見	18481.0
頁	18076.0
犬	17673.0
田	17627.0
立	17375.0
可	16843.0
工	16810.0
斤	16789.0
勹	16574.0
冂	16317.0
广	16018.0
公	15945.0
示	15761.0
寺	14729.0
止	14480.0
古	14388.0
耳	14303.0
竹	14232.0
才	14228.0
夂	14183.0
廾	13831.0
十	13778.0
羊	13744.0
者	13687.0
厶	13358.0
豆	12987.0
了	12721.0
重	12397.0
小	12391.0
方	12385.0
三	12313.0
山	12144.0
金	12042.0
音	11934.0
里	11839.0
肉	11790.0
艮	11729.0
至	11717.0
衤	11649.0
正	11416.0
尚	11318.0
豕	11252.0
來	11203.0
手	11156.0
殳	11021.0
彡	11017.0
巾	10880.0
匕	10816.0
巳	10699.0
牛	10515.0
青	10172.0
米	10165.0
欠	10144.0
京	10048.0
去	10016.0
走	9964.0
馬	9841.0
穴	9820.0
雨	9786.0
矢	9786.0
自	9729.0
巴	9616.0
弓	9499.0
爪	9441.0
𦥯	9243.0
中	9214.0
上	9211.0
二	9170.0
各	9063.0
厂	8983.0
足	8736.0
戶	8732.0
成	8728.0
耂	8649.0
卩	8576.0
癶	8570.0
业	8539.0
尸	8456.0
虫	8378.0
其	8184.0
从	8089.0
出	7868.0
𡈼	7840.0
己	7818.0
石	7811.0
長	7787.0
高	7782.0
夕	7727.0
主	7520.0
西	7462.0
天	7396.0
會	7313.0
巠	7260.0
能	7226.0
巛	7065.0
㠯	7048.0
士	7022.0
乍	7019.0
用	7002.0
合	6965.0
虎	6927.0
𠫓	6916.0
爲	6897.0
𠂊	6791.0
文	6773.0
衣	6522.0
麻	6519.0
咼	6496.0
臼	6431.0
聿	6423.0
要	6375.0
首	6361.0
年	6350.0
化	6294.0
多	6283.0
丿	6191.0
昜	6181.0
而	6152.0
弋	6053.0
專	5983.0
分	5983.0
疒	5972.0
食	5969.0
八	5955.0
舌	5942.0
冄	5886.0
下	5691.0
䜌	5587.0
曲	5569.0
辛	5532.0
臺	5480.0
丨	5448.0
丰	5366.0
黑	5309.0
亡	5257.0
歹	5219.0
卜	5213.0
爿	5165.0
廿	5060.0
戌	5055.0
且	5038.0
每	5002.0
元	4995.0
雚	4943.0
少	4913.0
旦	4903.0
無	4864.0
事	4861.0
今	4851.0
冃	4837.0
面	4828.0
交	4793.0
身	4766.0
皮	4721.0
同	4717.0
匚	4709.0
䒑	4676.0
告	4675.0
尹	4647.0
占	4603.0
串	4581.0
尔	4533.0
气	4524.0
坴	4516.0
皿	4503.0
亥	4461.0
果	4397.0
丮	4388.0
廴	4384.0
市	4363.0
㫃	4358.0
酉	4290.0
前	4274.0
之	4269.0
丁	4261.0
加	4195.0
骨	4191.0
永	4189.0
非	4172.0
於	4148.0
电	4134.0
父	4113.0
民	4050.0
由	3951.0
世	3915.0
勿	3905.0
壴	3882.0
黃	3843.0
角	3784.0
求	3781.0
全	3724.0
直	3690.0
原	3645.0
北	3602.0
咅	3587.0
象	3582.0
本	3569.0
⺍	3543.0
内	3540.0
兩	3535.0
夬	3508.0
束	3487.0
反	3467.0
回	3447.0
几	3446.0
僉	3437.0
台	3420.0
比	3400.0
共	3381.0
甬	3346.0
令	3324.0
彐	3287.0
單	3268.0
堇	3262.0
圭	3256.0
先	3219.0
羽	3159.0
臣	3120.0
必	3101.0
光	3087.0
更	3079.0
申	3029.0
風	2999.0
囪	2972.0
平	2969.0
袁	2966.0
丩	2942.0
員	2936.0
未	2919.0
午	2888.0
母	2874.0
夫	2867.0
支	2863.0
真	2854.0
魚	2850.0
及	2850.0
缶	2835.0
片	2789.0
干	2783.0
舟	2782.0
表	2780.0
釆	2776.0
林	2760.0
丶	2736.0
